"","title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","unclear_address","status","unique.id"
"743","Mickey's","723-7121 24hrs","137 Market St","Restaurants","(*-1965-2005)","Charleston","SC",1998,"","137 Market St, Charleston, SC",32.7804828,-79.9326481,"137 market st, charleston, sc 29401, usa","","","d-1998-02165"
"744","Time Out","448-1180 6pm-?, til 2am Sat","520 8th Ave N","Bars & Nightclubs","(NH-1990-2005),(D-1965-2003),(S-1965-2002),(PC-1990-2005),(WC-1994-2005),(*-1965-2005),(M-1996-2005)","Myrtle Beach","SC",1998,"","520 8th Ave N, Myrtle Beach, SC",33.693884,-78.884682,"520 8th ave n, myrtle beach, sc 29577, usa","","","d-1998-02194"
"745","Bear E. Patch","762-6555 7am-8pm, patio","801 Folly Rd","Cafes","(WC-1994-2005)","Charleston","SC",1998,"","801 Folly Rd, Charleston, SC",32.7396025,-79.9674338,"801 folly rd, charleston, sc 29412, usa","","","d-1998-02200"
"746","Travel Professionals International","#B  765-1212","1931 Bull St","Travel Agents","(TA-1998-2000)","Columbia","SC",1998,"","1931 Bull St, Columbia, SC",34.0130825,-81.0337661,"1931 bull st, columbia, sc 29201, usa","","","d-1998-02231"
"747","Maxwell’s (24hr Extra News & Video)","626-3140","2027 Hwy 501","Erotica","(*-1965-2005),(NS-1998-2005)","Myrtle Beach","SC",1998,"","2027 Hwy 501, Myrtle Beach, SC",33.7046565,-78.909115,"2027 us-501, myrtle beach, sc 29577, usa","","","d-1998-02235"
"748","Cove Lounge & Club","576-2683 from 8pm, from 3pm Sun","9112 Greenville Hwy","Bars & Nightclubs","(MW-1990-2003),(D-1965-2003),(PC-1990-2005)","Spartanburg","SC",1998,"","9112 Greenville Hwy, Spartanburg, SC",34.9507334,-81.9499806,"greenville st, spartanburg, sc 29301, usa","","","d-1998-02252"
"749","Cafe Suzanne","588-2101 5:30pm-9:30pm, Sun brunch, clsd Mon","4 Center St","Restaurants","(E-1975-2003)","Charleston","SC",1998,"","4 Center St, Charleston, SC",32.7996003,-79.943987,"4 c st, charleston, sc 29403, usa","","","d-1998-02308"
"750","The Castle","235-9949 9:30pm-4am, clsd Mon-Wed","8 Le Grand Blvd","Bars & Nightclubs","(D-1965-2003),(S-1965-2002),(V-1986-2005),(YC-1969-2005),(PC-1990-2005),(*-1965-2005),(MW-1990-2003)","Greenville","SC",1998,"","8 Le Grand Blvd, Greenville, SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","","d-1998-02365"
"751","Vickery's of Beaufain Street","577-5300 11am-3am, Cuban influence","15 Beaufain St","Restaurants","(*-1965-2005)","Charleston","SC",1998,"","15 Beaufain St, Charleston, SC",32.7808639,-79.9344427,"15 beaufain st, charleston, sc 29401, usa","","","d-1998-02429"
"752","1854 B&B","723-4789","34 Montagu St","Accommodations","(MW-1990-2003)","Charleston","SC",1998,"","34 Montagu St, Charleston, SC",32.7813319,-79.9406065,"34 montagu st, charleston, sc 29401, usa","","","d-1998-02603"
"753","Blossom Cafe","722-9200 11:30am-midnight, til 1am wknds","171 E Bay St","Restaurants","(*-1965-2005),(NS-1998-2005)","Charleston","SC",1998,"","171 E Bay St, Charleston, SC",32.7788941,-79.9273582,"171 e bay st, charleston, sc 29401, usa","","","d-1998-03350"
"754","Russell Travel Services","#R   761-6888","219 Hwy 52 N","Travel Agents","(TA-1998-2000)","Moncks Corner","SC",1998,"","219 Hwy 52 N, Moncks Corner, SC",33.1872226,-79.9997795,"219 us-52, moncks corner, sc 29461, usa","","","d-1998-03555"
"755","Crabapple Cottage","Goose Creek 797-6855","300 F Medway Rd","Accommodations","(GF-1994-2003),(SW-1990-2005)","Goose Creek","SC",1998,"Listed under ""Charleston, SC""","300 F Medway Rd, Goose Creek, SC",33.0315986,-79.9700639,"300 medway rd, goose creek, sc 29445, usa","","","d-1998-03775"
"756","MCC","233-0919 11am & 6pm Sun","314 Lloyd St","Spiritual Groups","(*-1965-2005),(NS-1998-2005)","Greenville","SC",1998,"","314 Lloyd St, Greenville, SC",34.8580277,-82.4053593,"314 lloyd st, greenville, sc 29601, usa","","","d-1998-03886"
"757","Dudley's","723-2784 4pm-3am, from 2pm Sun","346 King St","Bars & Nightclubs","(M-1996-2005),(NH-1990-2005),(E-1975-2003),(PC-1990-2005)","Charleston","SC",1998,"","346 King St, Charleston, SC",32.7848012,-79.9353488,"346 king st, charleston, sc 29401, usa","","","d-1998-04031"
"758","South Ramp","242-0102 7pm-midnight til 2am Fri-Sat, 3pm midnight Sun, clsd Mon-Tue","404 Airport Rd","Bars & Nightclubs","(MW-1990-2003),(D-1965-2003),(CW-1982-2003),(WC-1994-2005)","Greenville","SC",1998,"","404 Airport Rd, Greenville, SC",34.844302,-82.3537259,"404 airport rd, greenville, sc 29607, usa","","","d-1998-04150"
"759","Hideaway","328-6630 8pm-?, clsd Mon-Wed unconfirmed","405 Baskins Rd","Bars & Nightclubs","(MW-1990-2003),(NH-1990-2005),(PC-1990-2005)","Rock Hill","SC",1998,"","405 Baskins Rd, Rock Hill, SC",34.9435787,-80.9875283,"405 e baskins rd, rock hill, sc 29730, usa","","","d-1998-04155"
"760","Traxx","256-1084","416 Lincoln St","Bars & Nightclubs","(W-1990-2005),(D-1965-2003),(E-1975-2003),(PC-1990-2005),(WC-1994-2005)","Columbia","SC",1998,"","416 Lincoln St, Columbia, SC",33.9896649,-81.033625,"416 lincoln st, columbia, sc 29201, usa","","","d-1998-04236"
"761","Rascal's Deli & Lounge","665-2555 til 5pm Mon-Fri, 7pm-2am Sat, 3pm-2am Sun","526 S Irby St","Bars & Nightclubs","(MW-1990-2003),(S-1965-2002),(PC-1990-2005)","Florence","SC",1998,"","526 S Irby St, Florence, SC",34.1885254,-79.7675912,"526 s irby st, florence, sc 29501, usa","","","d-1998-04516"
"762","Club 621","234-6767, 7pm-4am, from 1pm wknds","621 Airport Rd","Bars & Nightclubs","(D-1965-2003),(V-1986-2005),(SW-1990-2005),(PC-1990-2005),(*-1965-2005),(M-1996-2005)","Greenville","SC",1998,"","621 Airport Rd, Greenville, SC",34.844207,-82.345185,"621 airport rd, greenville, sc 29607, usa","","","d-1998-04742"
"763","New Attitude","233-1387 10pm-? wknds, unconfirmed","706 W Washington St","Bars & Nightclubs","(MR-AF-1994-2003),(D-1965-2003),(*-1965-2005),(MW-1990-2003)","Greenville","SC",1998,"","706 W Washington St, Greenville, SC",34.8553261,-82.4088436,"706 w washington st, greenville, sc 29601, usa","","","d-1998-04913"
"764","Alley Cafe","771-2778 lunch Tue-Fri, dinner Tue-Sat, full bar","911 Lady St","Restaurants","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","911 Lady St, Columbia, SC",34.0016801,-81.0386811,"911 lady st, columbia, sc 29201, usa","","","d-1998-05292"
"765","Cheyenne Cattlemen's Club","573-7304 8pm-2am, til 4am Fri, from 3pm Sun","995 Asheville Hwy","Bars & Nightclubs","(M-1996-2005),(D-1965-2003),(E-1975-2003),(S-1965-2002),(PC-1990-2005)","Spartanburg","SC",1998,"","995 Asheville Hwy, Spartanburg, SC",34.9690852,-81.9500202,"995 asheville hwy, spartanburg, sc 29303, usa","","","d-1998-05401"
"766","Capital Club","256-6464 5pm-2am","1002 Gervais St","Bars & Nightclubs","(M-1996-2005),(NH-1990-2005),(P-1990-2002),(PC-1990-2005),(WC-1994-2005)","Columbia","SC",1998,"","1002 Gervais St, Columbia, SC",34.0001133,-81.0365279,"1002 gervais st, columbia, sc 29201, usa","","","d-1998-05421"
"767","Illusions","448-0421 9pm-?, unconfirmed","1012 S Kings Hwy","Bars & Nightclubs","(MW-1990-2003),(D-1965-2003),(S-1965-2002)","Myrtle Beach","SC",1998,"","1012 S Kings Hwy, Myrtle Beach, SC",33.6794774,-78.9000033,"1012 s kings hwy, myrtle beach, sc 29577, usa","","","d-1998-05452"
"768","South Carolina Pride Center","771-7713 24hr message live 6pm-10pm, from 2pm Sat, clsd Sun","1108 Woodrow St","Info Lines & Services","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","1108 Woodrow St, Columbia, SC",34.0044819,-81.0047132,"1108 woodrow st, columbia, sc 29205, usa","","","d-1998-05587"
"769","Pipeline","771-0121 9pm-6am, clsd Sun-Tue, unconfirmed","1109 Assembly","Bars & Nightclubs","(MW-1990-2003),(NH-1990-2005),(S-1965-2002),(PC-1990-2005)","Columbia","SC",1998,"","1109 Assembly, Columbia, SC",33.999792,-81.035081,"1109 assembly st, columbia, sc 29201, usa","","","d-1998-05589"
"770","MCC Columbia","256-2154 11am Sun","1111 Belleview","Spiritual Groups","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","1111 Belleview, Columbia, SC",34.0161139,-81.0412566,"1111 belleview st, columbia, sc 29201, usa","","","d-1998-05598"
"771","Metropolis","799-8727 10pm-?, from 9pm Fri-Sun, clsd Mon","1801 Landing","Bars & Nightclubs","(MW-1990-2003),(D-1965-2003),(E-1975-2003),(S-1965-2002),(PC-1990-2005)","Columbia","SC",1998,"","1801 Landing, Columbia, SC",34.0008322,-81.035147,"columbia, sc, usa","","","d-1998-06307"
"772","Candy Shop","unconfirmed","1903 Two Notch Rd","Bars & Nightclubs","(M-1996-2005),(D-1965-2003),(MR-AF-1994-2003),(PC-1990-2005)","Columbia","SC",1998,"","1903 Two Notch Rd, Columbia, SC",34.0175913,-81.0149607,"1903 two notch rd, columbia, sc 29204, usa","","","d-1998-06392"
"773","Books-a-Million","679-5376","1945 W Palmetto St","Bookstores & Retail Shops","(*-1965-2005),(NS-1998-2005)","Florence","SC",1998,"","1945 W Palmetto St, Florence, SC",34.1885938,-79.8078756,"1945 w palmetto st, florence, sc 29501, usa","","","d-1998-06446"
"774","Stardust Books","771-0633 10:30am-6pm, clsd Sun-Mon, spiritual","2000 Blossom St","Bookstores & Retail Shops","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","2000 Blossom St, Columbia, SC",33.9973474,-81.0162622,"2000 blossom st, columbia, sc 29205, usa","","","d-1998-06464"
"775","MCC Charleston","#10 760-6114 11am Sun","2010 Hawthorne Dr","Spiritual Groups","(WC-1994-2005)","Charleston","SC",1998,"","2010 Hawthorne Dr, Charleston, SC",32.9063183,-80.0195085,"2010 hawthorne dr, north charleston, sc 29406, usa","","","d-1998-06479"
"776","Intermezzo","799-2276 10am-midnight, general bookstore","2015 Devine St","Bookstores & Retail Shops","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","2015 Devine St, Columbia, SC",33.9989254,-81.0166503,"2015 devine st, columbia, sc 29205, usa","","","d-1998-06486"
"777","Excited Video","N Charleston 744-5380 24hrs","2070 Harley Ave","Erotica","(*-1965-2005),(NS-1998-2005)","North Charleston","SC",1998,"Listed under ""Charleston, SC""","2070 Harley Ave, North Charleston, SC",32.892483,-80.0122573,"2070 harley st, north charleston, sc 29406, usa","","","d-1998-06540"
"778","B&A Travel Service","256-0547/(800) 968-7658","2728 Devine St","Travel Agents","(TA-1998-2000)","Columbia","SC",1998,"","2728 Devine St, Columbia, SC",33.9981766,-81.0042337,"2728 devine st, columbia, sc 29205, usa","","","d-1998-06944"
"779","City Limits","317-1764 Wed-Sat","3027 E Palmetto St","Bars & Nightclubs","(M-1996-2005),(D-1965-2003),(S-1965-2002)","Florence","SC",1998,"","3027 E Palmetto St, Florence, SC",34.1973204,-79.7067502,"3027 e palmetto st, florence, sc 29506, usa","","","d-1998-07076"
"780","Chaser's","754-6672 24hrs","3128 Two Notch Rd","Erotica","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","3128 Two Notch Rd, Columbia, SC",34.0380973,-81.0018284,"3128 two notch rd, columbia, sc 29204, usa","","","d-1998-07124"
"781","St. Johns Island Cafe","St Johns Island  559-9090 brkfst, lunch Mon-Sat, dinner Wed-Sat, Southern homecooking","3406 Maybank Hwy","Restaurants","(*-1965-2005),(BW-1990-2003)","St John Island","SC",1998,"Listed under ""Charleston, SC""","3406 Maybank Hwy, St John Island, SC",32.7271046,-80.0701033,"3406 maybank hwy, johns island, sc 29455, usa","","","d-1998-07235"
"782","Video Magic","786-8125 clsd Sun","5445 Two Notch Rd","Erotica","(*-1965-2005),(NS-1998-2005)","Columbia","SC",1998,"","5445 Two Notch Rd, Columbia, SC",34.0506524,-80.9847246,"5445 two notch rd, columbia, sc 29204, usa","","","d-1998-07694"
"783","","St Stephen's Episcopal on Anson St (btwn Society & George) 843/762-2433, 843/723-9633 (AA#) 8pm Tue & 6:30pm Sat","","Info Lines & Services","","Charleston","SC",2002,"","",32.784948,-79.931185,"","","Verified Location","d-2002-01720"
"784","","Mary St (at King) 843/577-2582, 9pm-2am","","Nightclubs","(M-1996-2005),(D-1965-2003),(S-1965-2002),(V-1986-2005),(18+-1994-2003),(YC-1969-2005),(GO-2000-2003)","Charleston","SC",2002,"","",32.790639,-79.939672,"","","Verified Location","d-2002-01721"
"785","","800/346-5592, gay realtor at your service, no rentals","","Info Lines & Services","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01722"
"786","","","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Charleston","SC",2002,"","",32.65518,-79.940367,"","","Verified Location","d-2002-01723"
"787","","843/720-8088","","Info Lines & Services","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01724"
"788","","704/531-9988 biweekly lgbt newspaper for the Carolinas","","Publications","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01725"
"789","","843/722-2764, 2-week avant-garde art festival in late May-early June","","Entertainment & Recreation","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01726"
"790","","White Point Garden","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Charleston","SC",2002,"","",32.769936,-79.930361,"","","Verified Location","d-2002-01727"
"791","","843/853-5995, Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499.","","Men's Services","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01728"
"792","","919/829-0181, lgbt newspaper for the Carolinas","","Publications","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01729"
"793","","843/571-6942 Charleston's gay newspaper","","Publications","","Charleston","SC",2002,"","",32.776475,-79.931051,"","","Location could not be verified. General city or location coordinates used.","d-2002-01730"
"794","","pier & promenade","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Charleston","SC",2002,"","",32.778966,-79.925546,"","","Verified Location","d-2002-01731"
"795","","800/346-5592, gay realtor at your service, no rentals","","Info Lines & Services","","Columbia","SC",2002,"","",34.00071,-81.034814,"","","Location could not be verified. General city or location coordinates used.","d-2002-01732"
"796","","","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Columbia","SC",2002,"","",34.053204,-81.217875,"","","Verified Location","d-2002-01733"
"797","","800/289-1489, Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse, & Respond to voice ads. Use code 5050.","","Men's Services","","Columbia","SC",2002,"","",34.00071,-81.034814,"","","Location could not be verified. General city or location coordinates used.","d-2002-01734"
"798","","nr the university","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Columbia","SC",2002,"","",34.000483,-81.0308,"","","Verified Location","d-2002-01735"
"799","","803/272-1212 Meet locals for fun times 18+ Record & Listen FREE! Use access code 499.","","Men's Services","","Columbia","SC",2002,"","",34.00071,-81.034814,"","","Location could not be verified. General city or location coordinates used.","d-2002-01736"
"800","","","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Florence","SC",2002,"","",34.173651,-79.792304,"","","Verified Location","d-2002-01737"
"801","","","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Florence","SC",2002,"","",34.185242,-79.770835,"","","Verified Location","d-2002-01738"
"802","","800/289-1489, Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse, & Respond to voice ads. Use code 5050","","Men's Services","","Greenville","SC",2002,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-2002-01739"
"803","","864/370-2218, Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499.","","Men's Services","","Greenville","SC",2002,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-2002-01740"
"804","","","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Hilton Head","SC",2002,"","",32.141562,-80.751062,"","","Verified Location","d-2002-01741"
"805","","800/349-5592, gay realtor at your service, no rentals","","Info Lines & Services","","Hilton Head","SC",2002,"","",32.175496,-80.770569,"","","Location could not be verified. General city or location coordinates used.","d-2002-01742"
"806","","Hwy 278 days","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Hilton Head","SC",2002,"","",32.228939,-80.785657,"","","Location could not be verified. General city or location coordinates used.","d-2002-01743"
"807","","","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Myrtle Beach","SC",2002,"","",33.746985,-78.808642,"","","Location could not be verified. General city or location coordinates used.","d-2002-01744"
"808","","Hwy 17 S Mon-Fri","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Myrtle Beach","SC",2002,"","",33.514562,-79.060929,"","","Verified Location","d-2002-01745"
"809","","at 21st Ave S (south end)","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Myrtle Beach","SC",2002,"","",33.669836,-78.904645,"","","Verified Location","d-2002-01746"
"810","","off I-85, days","","Cruisy Areas","(AYOR-1977-2005),Cruisy Area","Spartanburg","SC",2002,"","",34.988011,-81.954845,"","","Verified Location","d-2002-01747"
"811","","919/829-0181, lgbt newspapers for the Carolinas","","Publications","","Statewide","SC",2002,"","",33.836081,-81.163724,"","","Location could not be verified. General city or location coordinates used.","d-2002-01748"
